id,customer_id,customer_name,region,segment
140,CUST-5139,Paul Castaneda,South,Consumer
141,CUST-5140,Jennifer Adkins,East,Corporate
142,CUST-5141,Lindsey Walker,West,Home Office
143,CUST-5142,Jeffrey Johnson,East,Corporate
144,CUST-5143,Michael Powell,West,Corporate
145,CUST-5144,John Anderson,East,Home Office
146,CUST-5145,Alyssa Long,West,Home Office
147,CUST-5146,Alyssa Day,West,Home Office
148,CUST-5147,Joel Williams,North,Home Office
149,CUST-5148,Daniel Murphy,West,Home Office
150,CUST-5149,Jamie Walton,South,Consumer
151,CUST-5150,Darlene Miller,North,Corporate
152,CUST-5151,Joshua Cooke,East,Corporate
153,CUST-5152,Matthew Harrington,South,Consumer
154,CUST-5153,Nicole Herring,West,Corporate
155,CUST-5154,Alex Hernandez,North,Consumer
156,CUST-5155,Michael Elliott,North,Home Office
157,CUST-5156,Michael Wang,East,Corporate
158,CUST-5157,Lawrence Adkins,West,Consumer
159,CUST-5158,Robert Oconnell,South,Consumer
160,CUST-5159,Alexander Collins,East,Corporate
161,CUST-5160,Tina Sanders,West,Consumer
162,CUST-5161,Angela Vaughn,West,Consumer
163,CUST-5162,Ashley Barton,North,Corporate
164,CUST-5163,Lindsay Martinez,North,Consumer
165,CUST-5164,Dr. Hannah Patterson,West,Home Office
166,CUST-5165,Jonathan Peterson,East,Consumer
167,CUST-5166,Samantha Garcia,North,Consumer
168,CUST-5167,Madison Poole,East,Consumer
169,CUST-5168,Jessica Gross,South,Home Office
170,CUST-5169,Debra Morton,West,Home Office
171,CUST-5170,Karen Graham,North,Home Office
172,CUST-5171,Debra Christian,West,Home Office
173,CUST-5172,Angelica Keith,North,Home Office
174,CUST-5173,John Bishop,South,Home Office
175,CUST-5174,Allen Rosales,West,Consumer
176,CUST-5175,Daniel Salinas,North,Consumer
177,CUST-5176,Spencer Haynes,West,Corporate
178,CUST-5177,Adam Vaughan,East,Home Office
179,CUST-5178,Nathan Freeman,East,Corporate
180,CUST-5179,Melissa Brewer,East,Consumer
181,CUST-5180,Ricky Davis II,West,Corporate
182,CUST-5181,Elizabeth Perkins,North,Consumer
183,CUST-5182,Joseph Coleman,West,Consumer
184,CUST-5183,Erin Warner,West,Home Office
185,CUST-5184,David Martinez,South,Home Office
186,CUST-5185,Bryan Herrera,West,Consumer
187,CUST-5186,Cathy Robinson,West,Consumer
188,CUST-5187,Dr. William Warren,West,Consumer
189,CUST-5188,Brian Lee,South,Corporate
190,CUST-5189,Christopher Smith,South,Corporate
191,CUST-5190,Denise Mccann,West,Corporate
192,CUST-5191,Melissa Martinez,South,Home Office
193,CUST-5192,Katherine Salas,North,Home Office
194,CUST-5193,Julie Alexander,East,Corporate
195,CUST-5194,Anthony Everett,North,Consumer
196,CUST-5195,Rodney Morales,North,Home Office
197,CUST-5196,Mark Brown,South,Corporate
198,CUST-5197,Justin Torres,West,Home Office
199,CUST-5198,Bailey Duran DDS,East,Consumer
200,CUST-5199,Courtney Mills,West,Consumer
201,CUST-5200,Jeremy Dalton,North,Corporate
202,CUST-5201,Elizabeth Oliver DDS,East,Home Office
203,CUST-5202,Theresa Clark,South,Home Office
204,CUST-5203,Matthew Moore,South,Corporate
205,CUST-5204,Benjamin Smith,South,Consumer
206,CUST-5205,Kirk Carter,South,Home Office
207,CUST-5206,Michael Warner,South,Home Office
208,CUST-5207,Michael Bradshaw,East,Consumer
209,CUST-5208,Lori Guerrero,North,Corporate
210,CUST-5209,Jessica Stephens,East,Consumer
211,CUST-5210,Susan Serrano,North,Corporate
212,CUST-5211,Christopher Parker,South,Consumer
213,CUST-5212,Laura Roberts,South,Consumer
214,CUST-5213,Michael Lyons,North,Home Office
215,CUST-5214,Kathryn Snyder,West,Corporate
216,CUST-5215,Andrew Reynolds,North,Consumer
217,CUST-5216,David Davis,East,Corporate
218,CUST-5217,Sara Johnston,West,Home Office
219,CUST-5218,Yvonne Chambers,South,Home Office
220,CUST-5219,Andrew Avila,North,Consumer
221,CUST-5220,Matthew Moon,East,Consumer
222,CUST-5221,Kevin Walters,West,Corporate
223,CUST-5222,Brandon Bailey MD,East,Home Office
224,CUST-5223,Shannon Rivera,South,Home Office
225,CUST-5224,Donna Landry,North,Consumer
226,CUST-5225,Krista Gibson,North,Consumer
227,CUST-5226,Frank Cordova,South,Corporate
228,CUST-5227,Jose Travis,North,Consumer
229,CUST-5228,Kimberly Gutierrez,West,Corporate
230,CUST-5229,Isaiah Avila,North,Consumer
231,CUST-5230,Olivia Harris,South,Consumer
232,CUST-5231,Tanya Kim,West,Corporate
233,CUST-5232,Barbara Dudley,South,Home Office
234,CUST-5233,Cynthia Moore,South,Corporate
235,CUST-5234,Kristen Davis,South,Corporate
236,CUST-5235,Susan Murray MD,East,Consumer
237,CUST-5236,Kathleen Moran,East,Home Office
238,CUST-5237,Denise Davenport,South,Home Office
239,CUST-5238,Mrs. Kristen Reyes,North,Corporate
240,CUST-5239,Katie Suarez,East,Corporate
241,CUST-5240,Desiree Tyler,West,Corporate
242,CUST-5241,Timothy Romero,South,Corporate
243,CUST-5242,Diane Evans,West,Home Office
244,CUST-5243,Yvonne Burns,East,Home Office
245,CUST-5244,Joshua Reed,West,Corporate
246,CUST-5245,Kimberly Gibson,West,Corporate
247,CUST-5246,Colin Terry,East,Corporate
248,CUST-5247,Cynthia Rowe,North,Consumer
249,CUST-5248,Patrick Thornton,North,Home Office
250,CUST-5249,Jasmin Alvarado,West,Consumer
251,CUST-5250,Veronica Simpson,East,Corporate
252,CUST-5251,Jonathan Lawrence,East,Home Office
253,CUST-5252,Shelly Alexander,South,Corporate
254,CUST-5253,Joyce Bowen,South,Home Office
255,CUST-5254,Matthew Moore,South,Corporate
256,CUST-5255,Wayne Morgan,North,Home Office
257,CUST-5256,Marie Christian,South,Home Office
258,CUST-5257,Shannon James,South,Consumer
259,CUST-5258,Nathan Malone,South,Consumer
260,CUST-5259,Amanda Jones,West,Home Office
261,CUST-5260,Tammie Bright,South,Home Office
262,CUST-5261,Jessica Garcia,South,Consumer
263,CUST-5262,Shelia Wallace,South,Corporate
264,CUST-5263,Stephanie Williams,West,Consumer
265,CUST-5264,Elaine Brooks,West,Corporate
266,CUST-5265,Joseph Knight,North,Home Office
267,CUST-5266,Carolyn Miller,North,Home Office
268,CUST-5267,Lisa Allen,South,Consumer
269,CUST-5268,Briana Murray,South,Home Office
270,CUST-5269,David Smith,West,Corporate
271,CUST-5270,Stephanie Byrd,East,Home Office
272,CUST-5271,Jeremy Reed,West,Consumer
273,CUST-5272,Margaret Coleman,East,Home Office
274,CUST-5273,Ryan Gonzalez,West,Home Office
275,CUST-5274,John Young,East,Consumer
276,CUST-5275,Laura Haney,South,Consumer
277,CUST-5276,William Barrett,North,Home Office
278,CUST-5277,Keith Jennings,East,Corporate
279,CUST-5278,Amber Obrien,North,Consumer
280,CUST-5279,Tanner Mitchell DDS,North,Consumer
281,CUST-5280,Heather Fields,North,Consumer
282,CUST-5281,Megan Le,North,Home Office
283,CUST-5282,Sara Fuller,West,Home Office
284,CUST-5283,Maria Parker,East,Consumer
285,CUST-5284,Kevin Oconnor,South,Corporate
286,CUST-5285,Edward Burgess,West,Corporate
287,CUST-5286,Carlos Ryan,East,Home Office
288,CUST-5287,Kiara Mcintyre,South,Consumer
289,CUST-5288,Dawn Summers,North,Consumer
290,CUST-5289,Dr. Paul Morgan,South,Home Office
291,CUST-5290,Victor Taylor,South,Consumer
292,CUST-5291,Shannon Ramsey,North,Consumer
293,CUST-5292,Tracy Ballard,South,Home Office
294,CUST-5293,Richard Smith,South,Consumer
295,CUST-5294,Jordan Chambers,West,Home Office
296,CUST-5295,Lauren Carson,West,Home Office
297,CUST-5296,Ashley Hall,North,Home Office
298,CUST-5297,Stephen Hoffman,East,Consumer
299,CUST-5298,Connie Brown,West,Home Office
300,CUST-5299,Susan Turner,West,Corporate
301,CUST-5300,Charles Shah,West,Home Office
302,CUST-5301,Johnathan Davis,East,Corporate
303,CUST-5302,Brandy Chavez,North,Corporate
304,CUST-5303,Natalie Bautista,West,Home Office
305,CUST-5304,Patrick Moore,North,Consumer
306,CUST-5305,Brett Burns,South,Corporate
307,CUST-5306,Trevor Johnson,East,Corporate
308,CUST-5307,Jeremy Sampson,North,Corporate
309,CUST-5308,Ariana Jennings,North,Consumer
310,CUST-5309,Vanessa Howard,West,Corporate
311,CUST-5310,Colton Martinez,East,Consumer
312,CUST-5311,Jordan Bates,West,Consumer
313,CUST-5312,Linda Smith,East,Corporate
314,CUST-5313,Dana Martinez,East,Home Office
315,CUST-5314,Andrea Hubbard,East,Corporate
316,CUST-5315,Daniel Kane,East,Home Office
317,CUST-5316,Charles Lester,West,Corporate
318,CUST-5317,Scott Thomas,West,Home Office
319,CUST-5318,David Thompson,South,Consumer
320,CUST-5319,Allison Smith,East,Home Office
321,CUST-5320,Cynthia Morris,East,Home Office
322,CUST-5321,Anthony Harmon,East,Corporate
323,CUST-5322,Nichole Alvarez,South,Consumer
324,CUST-5323,Kayla Rodriguez,West,Home Office
325,CUST-5324,Theresa Williams,West,Home Office
326,CUST-5325,Sharon Boyd,North,Corporate
327,CUST-5326,Victor Brown,North,Home Office
328,CUST-5327,James Parks,East,Consumer
329,CUST-5328,Theodore Jones Jr.,North,Consumer
330,CUST-5329,Ana Hill,West,Consumer
331,CUST-5330,Kimberly Nguyen,East,Consumer
332,CUST-5331,Kerry Chavez DDS,South,Home Office
333,CUST-5332,Michael Farrell,East,Consumer
334,CUST-5333,Patricia Le,West,Corporate
335,CUST-5334,Jesse Perez,East,Corporate
336,CUST-5335,Jesse Perry,East,Home Office
337,CUST-5336,Jeffery Ortega,South,Consumer
338,CUST-5337,Christian Leblanc,North,Consumer
339,CUST-5338,Ronald Davis,West,Corporate
340,CUST-5339,Parker Cain,North,Corporate
341,CUST-5340,Laurie Hoffman,South,Corporate
342,CUST-5341,Bryan Gomez,South,Home Office
343,CUST-5342,Nicole Parrish,West,Home Office
344,CUST-5343,Tracy Burke,North,Home Office
345,CUST-5344,Kenneth Lewis,West,Corporate
346,CUST-5345,Courtney Rodriguez,West,Home Office
347,CUST-5346,Holly Farmer,North,Home Office
348,CUST-5347,Renee Bruce,East,Home Office
349,CUST-5348,Sabrina Austin,North,Corporate
350,CUST-5349,Allison Hickman,West,Home Office
351,CUST-5350,Debra White,North,Corporate
352,CUST-5351,Ellen Morgan,East,Consumer
353,CUST-5352,Sergio Knight,West,Home Office
354,CUST-5353,Charles Schultz,West,Consumer
355,CUST-5354,Paul Lewis,North,Corporate
356,CUST-5355,Glen Wood,North,Corporate
357,CUST-5356,Paula Bradley,South,Corporate
358,CUST-5357,Anthony Moore,South,Home Office
359,CUST-5358,Megan Nelson,South,Home Office
360,CUST-5359,Karla Ramos,North,Home Office
361,CUST-5360,Paul Wilson,West,Home Office
362,CUST-5361,Douglas Gregory,South,Home Office
363,CUST-5362,Mr. Andrew Foster,North,Consumer
364,CUST-5363,Aimee Turner,East,Corporate
365,CUST-5364,Chad Scott,North,Consumer
366,CUST-5365,Adam Burgess,East,Home Office
367,CUST-5366,James Padilla,West,Corporate
368,CUST-5367,Sandra Drake,North,Home Office
369,CUST-5368,Scott Williams,West,Home Office
370,CUST-5369,Thomas Atkins,North,Consumer
371,CUST-5370,Laura Mckinney,North,Home Office
372,CUST-5371,Brian Smith,West,Corporate
373,CUST-5372,Robert Montgomery,South,Home Office
374,CUST-5373,Tamara Davis,South,Consumer
375,CUST-5374,Dana Chapman,North,Consumer
376,CUST-5375,Jennifer Collins,North,Corporate
377,CUST-5376,Gary Jackson,East,Home Office
378,CUST-5377,Ashley Hicks,East,Home Office
379,CUST-5378,Hannah Luna,North,Home Office
380,CUST-5379,Robin Young,North,Corporate
381,CUST-5380,Craig Morrison,West,Home Office
382,CUST-5381,Mary Thompson,West,Home Office
383,CUST-5382,Kathleen Webster,South,Home Office
384,CUST-5383,Joann Glass,North,Corporate
385,CUST-5384,Madison Weber,South,Corporate
386,CUST-5385,Lori Hernandez,North,Home Office
387,CUST-5386,Jeremy Turner,West,Home Office
388,CUST-5387,Anthony Romero,East,Corporate
389,CUST-5388,Jesse Brown,West,Consumer
390,CUST-5389,Angela Lin,East,Consumer
391,CUST-5390,Lisa Hunter,West,Corporate
392,CUST-5391,Julian Conner,South,Corporate
393,CUST-5392,Joanna Pacheco,South,Corporate
394,CUST-5393,Erica Alvarez,North,Home Office
395,CUST-5394,Antonio Garcia,South,Corporate
396,CUST-5395,Gwendolyn Klein,East,Consumer
397,CUST-5396,Carrie Wright,South,Home Office
398,CUST-5397,Jeffrey Mills,East,Home Office
399,CUST-5398,Jake Campbell,West,Corporate
400,CUST-5399,George Harper,South,Home Office
401,CUST-5400,Maria Jones,West,Consumer
402,CUST-5401,Michael Mitchell,North,Corporate
403,CUST-5402,Mary Escobar,South,Corporate
404,CUST-5403,Felicia Aguilar,East,Consumer
405,CUST-5404,Gregory Ponce,West,Home Office
406,CUST-5405,Jenna Larson,West,Corporate
407,CUST-5406,Emily Bennett,North,Home Office
408,CUST-5407,Robin Santiago,West,Corporate
409,CUST-5408,Nancy Jennings,South,Corporate
410,CUST-5409,Maria Henderson,West,Corporate
411,CUST-5410,Jack White,South,Corporate
412,CUST-5411,Travis Tucker,West,Consumer
413,CUST-5412,Chad Jones,West,Consumer
414,CUST-5413,Ashley Wise,South,Consumer
415,CUST-5414,Sophia Johnson,West,Corporate
416,CUST-5415,Ralph Anderson,East,Consumer
417,CUST-5416,Christopher Guerra,South,Home Office
418,CUST-5417,Rhonda Martin,South,Home Office
419,CUST-5418,Jason Rhodes,South,Corporate
420,CUST-5419,Jeremy Mitchell,North,Corporate
421,CUST-5420,Joann Ferguson,North,Home Office
422,CUST-5421,Robert Harrison,South,Home Office
423,CUST-5422,Holly Valentine,West,Home Office
424,CUST-5423,Mrs. Diane Reyes,West,Home Office
425,CUST-5424,Tracy Montoya,East,Home Office
426,CUST-5425,Brenda Wright,East,Corporate
427,CUST-5426,Shelly Spencer,West,Corporate
428,CUST-5427,Ryan Rosales,North,Consumer
429,CUST-5428,Phillip Nelson,East,Corporate
430,CUST-5429,Brittany Kim,South,Home Office
431,CUST-5430,Courtney Hayes,West,Corporate
432,CUST-5431,Alexander Brown,East,Home Office
433,CUST-5432,Cynthia Vang,South,Corporate
434,CUST-5433,Alfred Galvan,East,Consumer
435,CUST-5434,Marie Moody,West,Corporate
436,CUST-5435,Dustin Gallegos,West,Home Office
437,CUST-5436,Brenda Thornton,South,Home Office
438,CUST-5437,Aaron Miller,East,Corporate
439,CUST-5438,Ruben Dunn,South,Home Office
440,CUST-5439,Kelsey Rodriguez,South,Consumer
441,CUST-5440,Eric Williams,North,Corporate
442,CUST-5441,Riley Bryant,East,Home Office
443,CUST-5442,Taylor Carlson,West,Home Office
444,CUST-5443,Jose Allen,East,Consumer
445,CUST-5444,Jeffrey Mendez,North,Corporate
446,CUST-5445,Jason Beck,West,Consumer
447,CUST-5446,William Jones,East,Consumer
448,CUST-5447,Katie Mcneil,East,Home Office
449,CUST-5448,Jeanette Harrison,South,Corporate
450,CUST-5449,Veronica King,East,Corporate
451,CUST-5450,Richard Cooper,South,Corporate
452,CUST-5451,Lori Ingram,East,Consumer
453,CUST-5452,Evelyn Williams,North,Home Office
454,CUST-5453,Robin Thompson,West,Home Office
455,CUST-5454,Julie Dominguez,West,Home Office
456,CUST-5455,Robin Brown,West,Consumer
457,CUST-5456,Judith Carter,South,Consumer
458,CUST-5457,Curtis Williams,West,Corporate
459,CUST-5458,Kaylee Hays,South,Consumer
460,CUST-5459,Dawn Mullins,South,Consumer
461,CUST-5460,Howard Norman,West,Home Office
462,CUST-5461,Evelyn Martinez,East,Corporate
463,CUST-5462,Steve Paul,North,Corporate
464,CUST-5463,Jasmine Beltran,North,Home Office
465,CUST-5464,Jonathan Glass MD,East,Consumer
466,CUST-5465,Monica Miller,South,Corporate
467,CUST-5466,Samantha Gardner,East,Corporate
468,CUST-5467,Bobby Guerrero,West,Consumer
469,CUST-5468,Lance Simmons,North,Corporate
470,CUST-5469,Heather Williams,East,Home Office
471,CUST-5470,Heather Bolton,West,Consumer
472,CUST-5471,William Gould,North,Consumer
473,CUST-5472,Mark Cox,South,Corporate
474,CUST-5473,Meghan Cisneros,West,Consumer
475,CUST-5474,Lawrence Harrington,East,Consumer
476,CUST-5475,Austin Osborne,South,Corporate
477,CUST-5476,James Bradley,South,Corporate
478,CUST-5477,Meghan Rush,South,Home Office
479,CUST-5478,Phillip Berry,East,Corporate
480,CUST-5479,Jennifer Banks,East,Consumer
481,CUST-5480,Brian Fitzgerald,South,Corporate
482,CUST-5481,Mr. Justin Green III,South,Home Office
483,CUST-5482,Zachary Mitchell,West,Home Office
484,CUST-5483,Katherine Martinez,North,Corporate
485,CUST-5484,Jodi Roach,East,Consumer
486,CUST-5485,Brandon Fleming,South,Corporate
487,CUST-5486,Emma Reed,North,Consumer
488,CUST-5487,Joshua Vance,East,Home Office
489,CUST-5488,Michelle Ho,South,Consumer
490,CUST-5489,Rebecca Hicks,South,Home Office
491,CUST-5490,Curtis Taylor,East,Consumer
492,CUST-5491,Allison Spencer,West,Home Office
493,CUST-5492,Robert Arnold,East,Corporate
494,CUST-5493,Angelica Parker,West,Corporate
495,CUST-5494,Dr. Kelly Hammond DVM,North,Home Office
496,CUST-5495,William Day,East,Corporate
497,CUST-5496,Michael Cooper,East,Home Office
498,CUST-5497,Penny Bowman,South,Home Office
499,CUST-5498,Vincent Reynolds,West,Home Office
500,CUST-5499,Amy Martinez,West,Corporate
501,CUST-5500,Christopher Morris,East,Consumer
502,CUST-5501,Hannah Everett,South,Corporate
503,CUST-5502,Sarah King,South,Home Office
504,CUST-5503,Krista Martinez,South,Consumer
505,CUST-5504,Joseph Shaw,North,Home Office
506,CUST-5505,Todd Moore,East,Consumer
507,CUST-5506,Michelle Jacobs,North,Home Office
508,CUST-5507,Kristy Bryan,South,Corporate
509,CUST-5508,Angel May,West,Home Office
510,CUST-5509,Marilyn Wang,West,Home Office
511,CUST-5510,Mark Jimenez,South,Consumer
512,CUST-5511,Donna Frye,South,Home Office
513,CUST-5512,Dr. Michael Evans,West,Consumer
514,CUST-5513,Anthony Gonzales,East,Corporate
515,CUST-5514,Mr. Lawrence Edwards,East,Corporate
516,CUST-5515,Morgan Valencia,East,Corporate
517,CUST-5516,Bianca Wood,West,Home Office
518,CUST-5517,Emma Owens,North,Home Office
519,CUST-5518,David Davis,South,Corporate
520,CUST-5519,James Gilbert,North,Corporate
521,CUST-5520,Sean Moore,South,Home Office
522,CUST-5521,Kenneth Edwards,East,Corporate
523,CUST-5522,Kathleen Robertson,West,Home Office
524,CUST-5523,Mr. Alexander Landry MD,North,Home Office
525,CUST-5524,Cindy Gomez,West,Home Office
526,CUST-5525,Johnny Khan,South,Consumer
527,CUST-5526,Julie Herrera,East,Home Office
528,CUST-5527,Jessica Khan,South,Home Office
529,CUST-5528,Pamela Diaz,South,Consumer
530,CUST-5529,Kelly Lee,South,Corporate
531,CUST-5530,Angel Gordon,South,Consumer
532,CUST-5531,Diana Hays,South,Consumer
533,CUST-5532,Barbara Hester,East,Corporate
534,CUST-5533,Robert Morgan,South,Corporate
535,CUST-5534,Nicole Gonzalez,South,Consumer
857,CUST-5856,Troy Mills,North,Consumer
536,CUST-5535,Kathryn Williams,North,Corporate
537,CUST-5536,Gary Wells,West,Home Office
538,CUST-5537,Larry Robertson,East,Corporate
539,CUST-5538,Louis Martin,North,Corporate
540,CUST-5539,Nancy Evans MD,West,Home Office
541,CUST-5540,Kim Erickson,South,Consumer
542,CUST-5541,Robert Richardson,East,Corporate
543,CUST-5542,Veronica Silva,North,Corporate
544,CUST-5543,Molly Watts,South,Corporate
545,CUST-5544,John Coffey,South,Home Office
546,CUST-5545,Paula Lane,South,Consumer
547,CUST-5546,Lauren Jackson,West,Consumer
548,CUST-5547,Lisa Randall,North,Corporate
549,CUST-5548,Michael Johnson,North,Corporate
550,CUST-5549,Ashley Smith,West,Corporate
551,CUST-5550,Christian Vaughn,South,Corporate
552,CUST-5551,Reginald Knapp,North,Consumer
553,CUST-5552,Nancy Brown,North,Corporate
554,CUST-5553,Daniel Nguyen,West,Home Office
555,CUST-5554,Kelly Edwards,North,Corporate
556,CUST-5555,Thomas Peterson,West,Home Office
557,CUST-5556,Raymond Le,East,Consumer
558,CUST-5557,Melissa Bishop,North,Corporate
559,CUST-5558,David Grant,North,Home Office
560,CUST-5559,William Evans,North,Corporate
561,CUST-5560,Daniel Bush,West,Corporate
562,CUST-5561,Gregory Peck,East,Home Office
563,CUST-5562,Denise Martinez,South,Consumer
564,CUST-5563,Jamie Baird,North,Corporate
565,CUST-5564,Tina Ballard,North,Home Office
566,CUST-5565,Dwayne Klein,North,Corporate
567,CUST-5566,Jeremy Scott,East,Home Office
568,CUST-5567,Dale Ryan,East,Consumer
569,CUST-5568,Melissa Taylor,North,Consumer
570,CUST-5569,Laurie Sanchez,North,Home Office
571,CUST-5570,Kiara Little,North,Corporate
